source,destination,fare,total_distance,intermediate_station_count,stations_between,source_code,destination_code
Churchgate Metro,Jagannath Shankar Sheth Metro,30,6.03 km,5,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro,CHGM,MCLM
Churchgate Metro,Grant Road Metro,20,4.984 km,4,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon,CHGM,GTRM
Churchgate Metro,Girgaon,20,3.449 km,3,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi,CHGM,GIRG
Churchgate Metro,Kalbadevi,20,2.73 km,2,Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro,CHGM,KLBD
Churchgate Metro,Chhatrapati Shivaji Maharaj Terminus Metro,10,1.83 km,1,Hutatma Chowk,CHGM,CSTM
Churchgate Metro,Hutatma Chowk,10,0.89 km,0,,CHGM,HUC
Churchgate Metro,Vidhan Bhavan,10,0.736 km,0,,CHGM,VIDB
Churchgate Metro,Cuffe Parade,20,2.196 km,1,Vidhan Bhavan,CHGM,CUP
Vidhan Bhavan,Aarey JVLR,70,32.154 km,24,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,VIDB,ARYJ
Vidhan Bhavan,SEEPZ,70,30.672 km,23,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,VIDB,SEPZ
Vidhan Bhavan,MIDC-Andheri,70,29.429 km,22,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka,VIDB,MIDC
Vidhan Bhavan,Marol Naka,70,28.203 km,21,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2,VIDB,MNK
Vidhan Bhavan,CSMI-Airport - T2,70,27.089 km,20,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road,VIDB,CSIA
Vidhan Bhavan,Sahar Road,70,26.137 km,19,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1,VIDB,SHRR
Vidhan Bhavan,CSMI Airport-T1,60,24.414 km,18,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro,VIDB,CIAD
Vidhan Bhavan,Santacruz Metro,60,22.141 km,17,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony,VIDB,STZM
Vidhan Bhavan,Bandra Colony,60,21.141 km,16,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex,VIDB,VIDN
Vidhan Bhavan,Bandra-Kurla Complex,60,19.89 km,15,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi,VIDB,BDRM
Vidhan Bhavan,Dharavi,60,18.066 km,14,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir,VIDB,DHAV
Vidhan Bhavan,Shitala Devi Mandir,50,16.255 km,13,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro,VIDB,SDIT
Vidhan Bhavan,Dadar Metro,50,15.163 km,12,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak,VIDB,DDRM
Vidhan Bhavan,Siddhivinayak,50,13.17 km,11,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli,VIDB,SIDV
Vidhan Bhavan,Worli,40,11.544 km,10,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk,VIDB,WOR
Vidhan Bhavan,Acharya Atre Chowk,40,10.062 km,9,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre,VIDB,ACA
Vidhan Bhavan,Science Centre,40,9.221 km,8,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro,VIDB,SCMU
Vidhan Bhavan,Mahalaxmi Metro,30,7.853 km,7,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro,VIDB,MLXM
Vidhan Bhavan,Jagannath Shankar Sheth Metro,30,6.766 km,6,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro,VIDB,MCLM
Vidhan Bhavan,Grant Road Metro,30,5.72 km,5,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon,VIDB,GTRM
Vidhan Bhavan,Girgaon,20,4.185 km,4,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi,VIDB,GIRG
Vidhan Bhavan,Kalbadevi,20,3.466 km,3,Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro,VIDB,KLBD
Vidhan Bhavan,Chhatrapati Shivaji Maharaj Terminus Metro,20,2.566 km,2,Churchgate Metro -> Hutatma Chowk,VIDB,CSTM
Vidhan Bhavan,Hutatma Chowk,10,1.626 km,1,Churchgate Metro,VIDB,HUC
Vidhan Bhavan,Churchgate Metro,10,0.736 km,0,,VIDB,CHGM
Vidhan Bhavan,Cuffe Parade,10,1.46 km,0,,VIDB,CUP
Cuffe Parade,Aarey JVLR,70,33.614 km,25,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,CUP,ARYJ
Cuffe Parade,SEEPZ,70,32.132 km,24,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,CUP,SEPZ
Cuffe Parade,MIDC-Andheri,70,30.889 km,23,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka,CUP,MIDC
Cuffe Parade,Marol Naka,70,29.663 km,22,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2,CUP,MNK
Cuffe Parade,CSMI-Airport - T2,70,28.549 km,21,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road,CUP,CSIA
Cuffe Parade,Sahar Road,70,27.597 km,20,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1,CUP,SHRR
Cuffe Parade,CSMI Airport-T1,70,25.874 km,19,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro,CUP,CIAD
Cuffe Parade,Santacruz Metro,60,23.601 km,18,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex -> Bandra Colony,CUP,STZM
Cuffe Parade,Bandra Colony,60,22.601 km,17,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi -> Bandra-Kurla Complex,CUP,VIDN
Cuffe Parade,Bandra-Kurla Complex,60,21.35 km,16,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir -> Dharavi,CUP,BDRM
Cuffe Parade,Dharavi,60,19.526 km,15,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro -> Shitala Devi Mandir,CUP,DHAV
Cuffe Parade,Shitala Devi Mandir,50,17.715 km,14,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak -> Dadar Metro,CUP,SDIT
Cuffe Parade,Dadar Metro,50,16.623 km,13,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli -> Siddhivinayak,CUP,DDRM
Cuffe Parade,Siddhivinayak,50,14.63 km,12,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk -> Worli,CUP,SIDV
Cuffe Parade,Worli,50,13.004 km,11,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre -> Acharya Atre Chowk,CUP,WOR
Cuffe Parade,Acharya Atre Chowk,40,11.522 km,10,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro -> Science Centre,CUP,ACA
Cuffe Parade,Science Centre,40,10.681 km,9,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro -> Mahalaxmi Metro,CUP,SCMU
Cuffe Parade,Mahalaxmi Metro,40,9.313 km,8,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro -> Jagannath Shankar Sheth Metro,CUP,MLXM
Cuffe Parade,Jagannath Shankar Sheth Metro,40,8.226 km,7,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon -> Grant Road Metro,CUP,MCLM
Cuffe Parade,Grant Road Metro,30,7.18 km,6,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi -> Girgaon,CUP,GTRM
Cuffe Parade,Girgaon,30,5.645 km,5,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro -> Kalbadevi,CUP,GIRG
Cuffe Parade,Kalbadevi,20,4.926 km,4,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk -> Chhatrapati Shivaji Maharaj Terminus Metro,CUP,KLBD
Cuffe Parade,Chhatrapati Shivaji Maharaj Terminus Metro,20,4.026 km,3,Vidhan Bhavan -> Churchgate Metro -> Hutatma Chowk,CUP,CSTM
Cuffe Parade,Hutatma Chowk,20,3.086 km,2,Vidhan Bhavan -> Churchgate Metro,CUP,HUC
Cuffe Parade,Churchgate Metro,20,2.196 km,1,Vidhan Bhavan,CUP,CHGM
Cuffe Parade,Vidhan Bhavan,10,1.46 km,0,,CUP,VIDB
